0.242781,0.832395,0.300615,0.385692,179.652398,0.360051,0.258404,0.749421,0.21765,0.337422,137.498695,0.29997,0.607923,1.000408,0.333711,0.693001,579.989147,0.161664,0.306204,0.950074,0.26441,0.404036,197.147974,0.250252,0.394534,1,0.110296,0.40957,202.585501
0.738304,0.909812,0.073741,0.741957,513.001273,0.014835,0.580193,0.800867,0.124908,0.593412,328.151525,0.047943,0.476235,0.609301,0.093049,0.48519,219.373635,0.042697,0.304981,0.584619,0.141652,0.336104,105.270682,0.146445,0.434714,0.537065,0.029374,0.435699,176.902922
0.637944,0.73782,0.067845,0.641524,629.80907,0.016721,0.528222,0.854601,0.118606,0.541311,448.41173,0.05481,0.456661,0.606714,0.085666,0.464588,330.308361,0.041859,0.30359,0.539384,0.085879,0.315446,152.276522,0.078255,0.436784,0.524208,0.026833,0.437604,293.051897
0.62832,0.695602,0.063371,0.631491,644.446867,0.014789,0.542698,0.971264,0.141351,0.560715,508.085159,0.070887,0.52317,0.621776,0.036988,0.524469,444.520369,0.008137,0.235371,0.408696,0.055954,0.241899,94.562561,0.060933,0.419637,0.513733,0.025128,0.420385,285.592421
0.66518,0.766671,0.073817,0.669235,381.876847,0.01865,0.55349,0.942363,0.138854,0.570526,277.533882,0.072545,0.558452,0.599895,0.032018,0.559363,266.78018,0.005911,0.203092,0.343949,0.0609,0.211966,38.308919,0.092904,0.412165,0.472411,0.023459,0.412827,145.312229
0.707484,0.932313,0.110141,0.715974,1450.833749,0.030444,0.617512,0.974353,0.139418,0.632997,1134.035208,0.05282,0.424173,0.659297,0.153809,0.451099,575.927386,0.10152,0.387107,0.779406,0.214602,0.442417,553.971735,0.169654,0.438724,0.542227,0.042903,0.440809,549.95042
0.666867,0.906058,0.085455,0.672294,591.839777,0.024486,0.537907,0.968227,0.146789,0.557484,406.95984,0.075206,0.509866,0.632558,0.150924,0.531633,370.092234,0.080071,0.265151,0.728258,0.195775,0.329319,142.01029,0.23365,0.420544,0.541313,0.037341,0.422191,233.401572
0.616148,0.722907,0.067818,0.619855,1255.924353,0.016475,0.508597,0.957277,0.138629,0.527082,908.112165,0.074141,0.483892,0.596866,0.072607,0.489289,782.553082,0.026798,0.271871,0.482694,0.088028,0.285715,266.839233,0.083311,0.429794,0.50686,0.029125,0.430776,606.576502
0.637495,0.909135,0.107394,0.646449,1312.87663,0.034425,0.515324,0.909519,0.139899,0.533917,895.575961,0.07339,0.551231,0.647385,0.043267,0.552921,960.465582,0.009933,0.204547,0.373857,0.053025,0.211286,140.248558,0.068681,0.415595,0.510587,0.022619,0.416208,544.222201
0.633802,0.824507,0.073256,0.638003,824.271794,0.018269,0.556404,0.915911,0.128148,0.570907,660.017427,0.055334,0.51561,0.658786,0.129614,0.531582,572.222975,0.074453,0.255202,0.839349,0.176737,0.310202,194.855809,0.29565,0.41823,0.557714,0.03354,0.419567,356.473676
0.650393,0.93551,0.093001,0.656973,562.026768,0.030788,0.504055,0.932258,0.143462,0.523966,357.494238,0.081966,0.549862,0.654617,0.097291,0.558357,405.96224,0.037831,0.208385,0.657297,0.136933,0.249144,80.828432,0.232044,0.41414,0.5172,0.031893,0.415359,224.651823
0.578693,0.688823,0.06225,0.582015,624.992409,0.018707,0.459459,0.927687,0.133993,0.478507,422.458223,0.087018,0.558162,0.612774,0.057712,0.561124,580.930059,0.015723,0.185674,0.406386,0.083092,0.203336,76.284282,0.152135,0.411368,0.536992,0.027324,0.41227,313.59616
0.615573,0.93738,0.113152,0.625847,1222.125943,0.042502,0.486419,0.892914,0.135028,0.504744,794.916676,0.077427,0.577476,0.66007,0.036607,0.57863,1044.677486,0.007118,0.172845,0.365084,0.055802,0.181597,102.895539,0.100157,0.407454,0.47639,0.018865,0.407889,519.114481
0.739929,0.927914,0.097449,0.746297,2312.133666,0.021794,0.599309,0.938246,0.137357,0.614798,1569.114711,0.056412,0.386505,0.682797,0.200072,0.43507,785.791052,0.154178,0.439543,1.000342,0.280443,0.521144,1127.470698,0.202459,0.444261,0.626948,0.051262,0.447199,830.215854
0.622886,0.930687,0.102133,0.631164,650.198009,0.03468,0.506187,0.946736,0.144104,0.526204,451.927733,0.082262,0.428688,0.631571,0.171894,0.461712,347.938839,0.110315,0.351477,0.81681,0.212883,0.410652,275.238429,0.186287,0.437265,0.526629,0.038813,0.438976,314.516352
0.529583,0.600038,0.023657,0.530109,546.294296,0.003876,0.428773,0.906995,0.144635,0.452403,397.875349,0.105255,0.545856,0.656799,0.109792,0.556738,602.556853,0.046037,0.202493,0.565247,0.135418,0.243426,115.19432,0.233651,0.412507,0.538429,0.030965,0.413662,332.650245
0.494093,0.651578,0.044479,0.496082,652.698281,0.01367,0.421987,0.897216,0.141834,0.445089,525.410849,0.107632,0.598374,0.662361,0.046884,0.6002,955.426457,0.009844,0.148032,0.343056,0.065012,0.161624,69.281054,0.152266,0.400027,0.4819,0.021729,0.400614,425.653673
0.614219,0.846606,0.113991,0.624671,1595.896385,0.036415,0.537034,0.897325,0.1529,0.558303,1274.798852,0.074736,0.489927,0.687601,0.195562,0.527389,1137.53164,0.113944,0.299424,0.883006,0.26542,0.39982,653.779633,0.27021,0.420651,0.576966,0.047934,0.423364,733.043488
0.523499,1.001046,0.158459,0.546869,888.338577,0.087373,0.520403,0.961704,0.136133,0.537849,859.275694,0.068605,0.493563,0.685276,0.176926,0.524204,816.228802,0.090961,0.293966,0.735072,0.23188,0.374143,415.801501,0.217164,0.41842,0.528116,0.040984,0.420415,525.009824
0.484703,0.565191,0.047129,0.486979,615.138229,0.014394,0.460648,0.86515,0.128065,0.478041,592.766031,0.07806,0.558365,0.699509,0.090571,0.565631,829.885346,0.032596,0.194176,0.534558,0.106924,0.221552,127.322142,0.195197,0.407183,0.537607,0.036008,0.408764,433.409477
0.541462,0.763335,0.081248,0.547493,528.770759,0.02942,0.449603,0.773449,0.118953,0.464996,381.423584,0.072661,0.578831,0.669921,0.074102,0.583532,600.673431,0.024169,0.16638,0.47839,0.095354,0.191647,64.790946,0.234561,0.40475,0.53673,0.030685,0.405906,290.64351
0.630912,0.893197,0.085697,0.636684,1625.222832,0.023333,0.55862,0.9057,0.182296,0.58751,1383.868835,0.088548,0.492296,0.624442,0.126391,0.508205,1035.482912,0.063499,0.290011,0.687078,0.164715,0.333376,445.587198,0.187481,0.423589,0.530341,0.033768,0.424928,723.928528
0.62881,0.979261,0.124999,0.641069,1243.184387,0.047583,0.488584,1.000128,0.158197,0.513468,797.539909,0.097125,0.499246,0.654906,0.148464,0.520776,820.40416,0.076853,0.271229,0.647117,0.195135,0.333922,337.299453,0.222916,0.423843,0.608786,0.04266,0.425977,548.904438
0.485315,0.573732,0.050761,0.487947,317.025261,0.017024,0.398895,0.871769,0.160778,0.429906,246.090359,0.134671,0.477208,0.621495,0.110797,0.489829,319.475891,0.057687,0.280449,0.644356,0.135849,0.31145,129.159041,0.164531,0.427571,0.52442,0.033736,0.428892,244.931557
0.479226,0.604196,0.071974,0.484564,211.689243,0.029901,0.4458,0.886332,0.161475,0.473952,202.518765,0.119756,0.546319,0.597107,0.04813,0.548421,271.159582,0.013176,0.208826,0.369987,0.072489,0.220967,44.020263,0.116217,0.411306,0.574507,0.031291,0.412487,153.397048
0.592297,0.809353,0.089551,0.598998,748.189165,0.028215,0.510673,0.919281,0.151605,0.532603,591.51714,0.081075,0.573779,0.681384,0.105749,0.583399,709.726991,0.041939,0.187196,0.621739,0.133032,0.229476,109.808044,0.279342,0.405667,0.537365,0.034996,0.407167,345.705101
0.649573,0.972026,0.148611,0.66626,577.633438,0.057693,0.508332,0.929052,0.177964,0.538414,377.222684,0.107328,0.569927,0.728473,0.116128,0.58157,440.117724,0.048263,0.204413,0.55222,0.171682,0.266626,92.505635,0.293296,0.407898,0.533251,0.040109,0.409854,218.586473
0.544971,0.714007,0.080064,0.5508,1108.47925,0.028132,0.452922,0.896039,0.124622,0.469695,806.067589,0.07877,0.543615,0.739189,0.141557,0.561679,1152.701879,0.061694,0.2102,0.662269,0.163875,0.26635,259.205466,0.247918,0.410948,0.516603,0.038972,0.412785,622.569973
0.603996,0.744254,0.088869,0.610473,1255.510853,0.028218,0.49577,0.861475,0.120029,0.510037,876.375438,0.063597,0.595682,0.754074,0.139136,0.611653,1260.367559,0.051174,0.162129,0.642927,0.156326,0.225005,170.557248,0.272173,0.398236,0.5467,0.041264,0.40036,539.994345
0.576329,0.723966,0.053608,0.578804,467.469643,0.013301,0.483678,0.916666,0.150136,0.506322,357.720465,0.091676,0.560754,0.627154,0.066006,0.564604,444.814919,0.018942,0.189147,0.37718,0.088053,0.208537,60.681383,0.150753,0.411789,0.525712,0.034979,0.413264,238.312214
0.54435,0.906977,0.139088,0.561765,622.424905,0.064899,0.458282,0.931589,0.169089,0.488356,470.3827,0.115824,0.488647,0.655493,0.168438,0.516747,526.663164,0.097982,0.288619,0.948422,0.223946,0.36502,262.791446,0.263064,0.423169,0.537905,0.040923,0.425134,356.475903
0.416121,0.493188,0.048461,0.418924,606.771932,0.02093,0.352888,0.826816,0.124212,0.37404,483.716748,0.110849,0.554028,0.634484,0.08011,0.559771,1083.36524,0.026895,0.200045,0.505534,0.097065,0.222279,170.824456,0.17291,0.411036,0.52016,0.0286,0.412026,586.954665
0.421436,0.50706,0.063714,0.426191,124.522714,0.032291,0.412156,0.849541,0.156709,0.440745,133.172555,0.124024,0.572338,0.676334,0.070631,0.576649,227.962216,0.022979,0.188559,0.385415,0.087505,0.207744,29.58665,0.17985,0.403574,0.544453,0.037277,0.40528,112.603134
0.48416,0.667414,0.065055,0.488491,436.167413,0.023641,0.442432,0.830994,0.160059,0.470369,404.40555,0.108177,0.558316,0.64488,0.050914,0.560622,574.487416,0.01296,0.194701,0.378221,0.059957,0.203683,75.83154,0.097207,0.408877,0.521495,0.028273,0.409849,307.034962
0.425912,0.723576,0.117936,0.441876,534.835847,0.082037,0.408038,0.786597,0.14893,0.434266,516.572415,0.108518,0.502092,0.604175,0.124138,0.517151,732.580146,0.058415,0.269166,0.668819,0.15969,0.312809,268.026667,0.190768,0.420185,0.504443,0.030081,0.421256,486.085292
0.381558,0.479629,0.06123,0.386423,530.493287,0.031419,0.352965,0.777485,0.125683,0.374601,498.532232,0.109065,0.543347,0.692576,0.103888,0.553156,1087.051367,0.039957,0.22136,0.60494,0.127436,0.255313,231.579839,0.19113,0.410799,0.504482,0.029995,0.411889,602.718018
0.425184,0.856767,0.103198,0.437487,675.313836,0.070816,0.350628,0.732568,0.160383,0.385454,524.226717,0.15598,0.619477,0.705584,0.069925,0.623397,1371.212581,0.018108,0.143154,0.352804,0.072687,0.160494,90.884965,0.175508,0.395501,0.492452,0.023149,0.396175,553.795788
0.481211,0.716785,0.120582,0.495996,198.111112,0.063617,0.48097,0.818243,0.177611,0.512521,211.531661,0.116567,0.59023,0.65315,0.027781,0.590879,281.157405,0.004213,0.176023,0.304614,0.049089,0.182698,26.879472,0.080512,0.399647,0.582852,0.031918,0.400912,129.434435
0.446745,0.767833,0.13392,0.466298,413.332919,0.084814,0.422648,0.834834,0.171378,0.455925,395.147586,0.12549,0.567117,0.715736,0.137851,0.583556,647.348273,0.058721,0.206777,0.548182,0.158511,0.260322,128.823189,0.249179,0.403571,0.508994,0.036621,0.405222,312.146722
0.34877,0.407182,0.034026,0.350417,184.700619,0.014748,0.333995,0.767519,0.145431,0.364128,199.436905,0.146444,0.596764,0.706426,0.061865,0.599945,541.40306,0.015646,0.173657,0.343478,0.070022,0.187173,52.696596,0.137038,0.399244,0.475369,0.025359,0.400044,240.720579
